geo_level,province,district,caste,sex,rowtotal,a_readwrite,b_readonly,c_noreadwrite,d_notstd,literacy_rate,literacy_rate_male,literacy_rate_female,literacy_rate_gap_pts
district,Bagmati,Bhaktapur,All caste,Female,200774,164110,411,36250,3,81.73867134,94.1047745,81.73867134,12.37
district,Bagmati,Bhaktapur,All caste,Male,203351,191363,222,11765,1,94.1047745,94.1047745,81.73867134,12.37
district,Bagmati,Bhaktapur,All caste,Total,404125,355473,633,48015,4,87.96115063,94.1047745,81.73867134,12.37
district,Bagmati,Bhaktapur,Amat,Female,6,5,0,1,0,83.33333333,100,83.33333333,16.67
district,Bagmati,Bhaktapur,Amat,Male,15,15,0,0,0,100,100,83.33333333,16.67
district,Bagmati,Bhaktapur,Amat,Total,21,20,0,1,0,95.23809524,100,83.33333333,16.67
district,Bagmati,Bhaktapur,Badhaee/Badhee,Female,34,32,0,2,0,94.11764706,97.14285714,94.11764706,3.03
district,Bagmati,Bhaktapur,Badhaee/Badhee,Male,35,34,0,1,0,97.14285714,97.14285714,94.11764706,3.03
district,Bagmati,Bhaktapur,Badhaee/Badhee,Total,69,66,0,3,0,95.65217391,97.14285714,94.11764706,3.03
district,Bagmati,Bhaktapur,Bahing,Female,37,34,0,3,0,91.89189189,93.33333333,91.89189189,1.44
district,Bagmati,Bhaktapur,Bahing,Male,45,42,0,3,0,93.33333333,93.33333333,91.89189189,1.44
district,Bagmati,Bhaktapur,Bahing,Total,82,76,0,6,0,92.68292683,93.33333333,91.89189189,1.44
district,Bagmati,Bhaktapur,Bangali,Female,8,6,0,2,0,75,100,75,25
district,Bagmati,Bhaktapur,Bangali,Male,12,12,0,0,0,100,100,75,25
district,Bagmati,Bhaktapur,Bangali,Total,20,18,0,2,0,90,100,75,25
district,Bagmati,Bhaktapur,Baniyan,Female,19,17,0,2,0,89.47368421,91.89189189,89.47368421,2.42
district,Bagmati,Bhaktapur,Baniyan,Male,37,34,0,3,0,91.89189189,91.89189189,89.47368421,2.42
district,Bagmati,Bhaktapur,Baniyan,Total,56,51,0,5,0,91.07142857,91.89189189,89.47368421,2.42
district,Bagmati,Bhaktapur,Bantar/Sardar,Female,12,9,0,3,0,75,83.87096774,75,8.87
district,Bagmati,Bhaktapur,Bantar/Sardar,Male,31,26,0,5,0,83.87096774,83.87096774,75,8.87
district,Bagmati,Bhaktapur,Bantar/Sardar,Total,43,35,0,8,0,81.39534884,83.87096774,75,8.87
district,Bagmati,Bhaktapur,Bantawa,Female,21,18,0,3,0,85.71428571,92.30769231,85.71428571,6.59
district,Bagmati,Bhaktapur,Bantawa,Male,13,12,0,1,0,92.30769231,92.30769231,85.71428571,6.59
district,Bagmati,Bhaktapur,Bantawa,Total,34,30,0,4,0,88.23529412,92.30769231,85.71428571,6.59
district,Bagmati,Bhaktapur,Baraee,Female,27,21,0,6,0,77.77777778,94.28571429,77.77777778,16.51
district,Bagmati,Bhaktapur,Baraee,Male,35,33,0,2,0,94.28571429,94.28571429,77.77777778,16.51
district,Bagmati,Bhaktapur,Baraee,Total,62,54,0,8,0,87.09677419,94.28571429,77.77777778,16.51
district,Bagmati,Bhaktapur,Bhote,Female,26,20,0,6,0,76.92307692,90.47619048,76.92307692,13.55
district,Bagmati,Bhaktapur,Bhote,Male,21,19,0,2,0,90.47619048,90.47619048,76.92307692,13.55
district,Bagmati,Bhaktapur,Bhote,Total,47,39,0,8,0,82.9787234,90.47619048,76.92307692,13.55
district,Bagmati,Bhaktapur,Bhumihar,Female,40,35,0,5,0,87.5,93.33333333,87.5,5.83
district,Bagmati,Bhaktapur,Bhumihar,Male,60,56,0,4,0,93.33333333,93.33333333,87.5,5.83
district,Bagmati,Bhaktapur,Bhumihar,Total,100,91,0,9,0,91,93.33333333,87.5,5.83
district,Bagmati,Bhaktapur,Bin,Female,6,4,0,2,0,66.66666667,75,66.66666667,8.33
district,Bagmati,Bhaktapur,Bin,Male,24,18,0,6,0,75,75,66.66666667,8.33
district,Bagmati,Bhaktapur,Bin,Total,30,22,0,8,0,73.33333333,75,66.66666667,8.33
district,Bagmati,Bhaktapur,Bishwokarma,Female,2288,1825,6,457,0,79.76398601,91.17067402,79.76398601,11.41
district,Bagmati,Bhaktapur,Bishwokarma,Male,2537,2313,5,219,0,91.17067402,91.17067402,79.76398601,11.41
district,Bagmati,Bhaktapur,Bishwokarma,Total,4825,4138,11,676,0,85.76165803,91.17067402,79.76398601,11.41
district,Bagmati,Bhaktapur,Bote,Female,8,7,0,1,0,87.5,75,87.5,-12.5
district,Bagmati,Bhaktapur,Bote,Male,4,3,0,1,0,75,75,87.5,-12.5
district,Bagmati,Bhaktapur,Bote,Total,12,10,0,2,0,83.33333333,75,87.5,-12.5
district,Bagmati,Bhaktapur,Brahman - Hill,Female,34425,30278,58,4089,0,87.95352215,97.33994334,87.95352215,9.39
district,Bagmati,Bhaktapur,Brahman - Hill,Male,35300,34361,23,916,0,97.33994334,97.33994334,87.95352215,9.39
district,Bagmati,Bhaktapur,Brahman - Hill,Total,69725,64639,81,5005,0,92.70562926,97.33994334,87.95352215,9.39
district,Bagmati,Bhaktapur,Brahman - Tarai,Female,865,813,0,52,0,93.98843931,97.61904762,93.98843931,3.63
district,Bagmati,Bhaktapur,Brahman - Tarai,Male,1092,1066,0,26,0,97.61904762,97.61904762,93.98843931,3.63
district,Bagmati,Bhaktapur,Brahman - Tarai,Total,1957,1879,0,78,0,96.01430761,97.61904762,93.98843931,3.63
district,Bagmati,Bhaktapur,Chamar/Harijan/Ram,Female,16,12,0,4,0,75,90,75,15
district,Bagmati,Bhaktapur,Chamar/Harijan/Ram,Male,40,36,0,4,0,90,90,75,15
district,Bagmati,Bhaktapur,Chamar/Harijan/Ram,Total,56,48,0,8,0,85.71428571,90,75,15
district,Bagmati,Bhaktapur,Chamling,Female,66,61,0,5,0,92.42424242,92.85714286,92.42424242,0.43
district,Bagmati,Bhaktapur,Chamling,Male,56,52,0,4,0,92.85714286,92.85714286,92.42424242,0.43
district,Bagmati,Bhaktapur,Chamling,Total,122,113,0,9,0,92.62295082,92.85714286,92.42424242,0.43
district,Bagmati,Bhaktapur,Chepang/Praja,Female,52,40,0,12,0,76.92307692,92.30769231,76.92307692,15.38
district,Bagmati,Bhaktapur,Chepang/Praja,Male,39,36,0,3,0,92.30769231,92.30769231,76.92307692,15.38
district,Bagmati,Bhaktapur,Chepang/Praja,Total,91,76,0,15,0,83.51648352,92.30769231,76.92307692,15.38
district,Bagmati,Bhaktapur,Danuwar,Female,127,104,0,23,0,81.88976378,95.30201342,81.88976378,13.41
district,Bagmati,Bhaktapur,Danuwar,Male,149,142,0,7,0,95.30201342,95.30201342,81.88976378,13.41
district,Bagmati,Bhaktapur,Danuwar,Total,276,246,0,30,0,89.13043478,95.30201342,81.88976378,13.41
district,Bagmati,Bhaktapur,Darai,Female,5,5,0,0,0,100,100,100,0
district,Bagmati,Bhaktapur,Darai,Male,7,7,0,0,0,100,100,100,0
district,Bagmati,Bhaktapur,Darai,Total,12,12,0,0,0,100,100,100,0
district,Bagmati,Bhaktapur,Dev,Female,7,7,0,0,0,100,100,100,0
district,Bagmati,Bhaktapur,Dev,Male,8,8,0,0,0,100,100,100,0
district,Bagmati,Bhaktapur,Dev,Total,15,15,0,0,0,100,100,100,0
district,Bagmati,Bhaktapur,Dhanuk,Female,59,49,0,10,0,83.05084746,96.58119658,83.05084746,13.53
district,Bagmati,Bhaktapur,Dhanuk,Male,117,113,0,4,0,96.58119658,96.58119658,83.05084746,13.53
district,Bagmati,Bhaktapur,Dhanuk,Total,176,162,0,14,0,92.04545455,96.58119658,83.05084746,13.53
district,Bagmati,Bhaktapur,Dhimal,Female,38,30,0,8,0,78.94736842,89.74358974,78.94736842,10.8
district,Bagmati,Bhaktapur,Dhimal,Male,39,35,0,4,0,89.74358974,89.74358974,78.94736842,10.8
district,Bagmati,Bhaktapur,Dhimal,Total,77,65,0,12,0,84.41558442,89.74358974,78.94736842,10.8
district,Bagmati,Bhaktapur,Dhobi,Female,14,10,0,4,0,71.42857143,94.87179487,71.42857143,23.44
district,Bagmati,Bhaktapur,Dhobi,Male,39,37,0,2,0,94.87179487,94.87179487,71.42857143,23.44
district,Bagmati,Bhaktapur,Dhobi,Total,53,47,0,6,0,88.67924528,94.87179487,71.42857143,23.44
district,Bagmati,Bhaktapur,Dusadh/Pasawan/Pasi,Female,27,19,0,8,0,70.37037037,81.3559322,70.37037037,10.99
district,Bagmati,Bhaktapur,Dusadh/Pasawan/Pasi,Male,59,48,0,11,0,81.3559322,81.3559322,70.37037037,10.99
district,Bagmati,Bhaktapur,Dusadh/Pasawan/Pasi,Total,86,67,0,19,0,77.90697674,81.3559322,70.37037037,10.99
district,Bagmati,Bhaktapur,Gaderi/Bhediyar,Female,8,8,0,0,0,100,100,100,0
district,Bagmati,Bhaktapur,Gaderi/Bhediyar,Male,21,21,0,0,0,100,100,100,0
district,Bagmati,Bhaktapur,Gaderi/Bhediyar,Total,29,29,0,0,0,100,100,100,0
district,Bagmati,Bhaktapur,Gaine,Female,14,11,0,3,0,78.57142857,100,78.57142857,21.43
district,Bagmati,Bhaktapur,Gaine,Male,16,16,0,0,0,100,100,78.57142857,21.43
district,Bagmati,Bhaktapur,Gaine,Total,30,27,0,3,0,90,100,78.57142857,21.43
district,Bagmati,Bhaktapur,Gangai,Female,3,3,0,0,0,100,100,100,0
district,Bagmati,Bhaktapur,Gangai,Male,8,8,0,0,0,100,100,100,0
district,Bagmati,Bhaktapur,Gangai,Total,11,11,0,0,0,100,100,100,0
district,Bagmati,Bhaktapur,Ghale,Female,63,52,0,11,0,82.53968254,93.65079365,82.53968254,11.11
district,Bagmati,Bhaktapur,Ghale,Male,63,59,0,4,0,93.65079365,93.65079365,82.53968254,11.11
district,Bagmati,Bhaktapur,Ghale,Total,126,111,0,15,0,88.0952381,93.65079365,82.53968254,11.11
district,Bagmati,Bhaktapur,Gharti/Bhujel,Female,754,591,3,160,0,78.38196286,90.81761006,78.38196286,12.44
district,Bagmati,Bhaktapur,Gharti/Bhujel,Male,795,722,1,72,0,90.81761006,90.81761006,78.38196286,12.44
district,Bagmati,Bhaktapur,Gharti/Bhujel,Total,1549,1313,4,232,0,84.76436411,90.81761006,78.38196286,12.44
district,Bagmati,Bhaktapur,Gurung,Female,1086,891,0,195,0,82.0441989,92.63485477,82.0441989,10.59
district,Bagmati,Bhaktapur,Gurung,Male,964,893,2,69,0,92.63485477,92.63485477,82.0441989,10.59
district,Bagmati,Bhaktapur,Gurung,Total,2050,1784,2,264,0,87.02439024,92.63485477,82.0441989,10.59
district,Bagmati,Bhaktapur,Hajam/Thakur,Female,237,180,0,57,0,75.94936709,91.49888143,75.94936709,15.55
district,Bagmati,Bhaktapur,Hajam/Thakur,Male,447,409,1,37,0,91.49888143,91.49888143,75.94936709,15.55
district,Bagmati,Bhaktapur,Hajam/Thakur,Total,684,589,1,94,0,86.11111111,91.49888143,75.94936709,15.55
district,Bagmati,Bhaktapur,Haluwai,Female,72,60,0,12,0,83.33333333,92.59259259,83.33333333,9.26
district,Bagmati,Bhaktapur,Haluwai,Male,81,75,0,6,0,92.59259259,92.59259259,83.33333333,9.26
district,Bagmati,Bhaktapur,Haluwai,Total,153,135,0,18,0,88.23529412,92.59259259,83.33333333,9.26
district,Bagmati,Bhaktapur,Hayu,Female,12,11,0,1,0,91.66666667,90,91.66666667,-1.67
district,Bagmati,Bhaktapur,Hayu,Male,10,9,0,1,0,90,90,91.66666667,-1.67
district,Bagmati,Bhaktapur,Hayu,Total,22,20,0,2,0,90.90909091,90,91.66666667,-1.67
district,Bagmati,Bhaktapur,Hyolmo/Yholmopa,Female,26,21,0,5,0,80.76923077,93.93939394,80.76923077,13.17
district,Bagmati,Bhaktapur,Hyolmo/Yholmopa,Male,33,31,0,2,0,93.93939394,93.93939394,80.76923077,13.17
district,Bagmati,Bhaktapur,Hyolmo/Yholmopa,Total,59,52,0,7,0,88.13559322,93.93939394,80.76923077,13.17
district,Bagmati,Bhaktapur,Jirel,Female,43,34,0,9,0,79.06976744,90,79.06976744,10.93
district,Bagmati,Bhaktapur,Jirel,Male,40,36,0,4,0,90,90,79.06976744,10.93
district,Bagmati,Bhaktapur,Jirel,Total,83,70,0,13,0,84.3373494,90,79.06976744,10.93
district,Bagmati,Bhaktapur,Kahar,Female,5,5,0,0,0,100,60,100,-40
district,Bagmati,Bhaktapur,Kahar,Male,5,3,0,2,0,60,60,100,-40
district,Bagmati,Bhaktapur,Kahar,Total,10,8,0,2,0,80,60,100,-40
district,Bagmati,Bhaktapur,Kalwar,Female,131,112,0,19,0,85.49618321,93.01075269,85.49618321,7.51
district,Bagmati,Bhaktapur,Kalwar,Male,186,173,1,12,0,93.01075269,93.01075269,85.49618321,7.51
district,Bagmati,Bhaktapur,Kalwar,Total,317,285,1,31,0,89.90536278,93.01075269,85.49618321,7.51
district,Bagmati,Bhaktapur,Kanu,Female,35,29,0,6,0,82.85714286,95.58823529,82.85714286,12.73
district,Bagmati,Bhaktapur,Kanu,Male,68,65,0,3,0,95.58823529,95.58823529,82.85714286,12.73
district,Bagmati,Bhaktapur,Kanu,Total,103,94,0,9,0,91.26213592,95.58823529,82.85714286,12.73
district,Bagmati,Bhaktapur,Kathabaniyan,Female,38,34,0,4,0,89.47368421,98.18181818,89.47368421,8.71
district,Bagmati,Bhaktapur,Kathabaniyan,Male,55,54,0,1,0,98.18181818,98.18181818,89.47368421,8.71
district,Bagmati,Bhaktapur,Kathabaniyan,Total,93,88,0,5,0,94.62365591,98.18181818,89.47368421,8.71
district,Bagmati,Bhaktapur,Kayastha,Female,120,111,0,9,0,92.5,100,92.5,7.5
district,Bagmati,Bhaktapur,Kayastha,Male,141,141,0,0,0,100,100,92.5,7.5
district,Bagmati,Bhaktapur,Kayastha,Total,261,252,0,9,0,96.55172414,100,92.5,7.5
district,Bagmati,Bhaktapur,Kewat,Female,43,36,0,7,0,83.72093023,88.4057971,83.72093023,4.68
district,Bagmati,Bhaktapur,Kewat,Male,69,61,0,8,0,88.4057971,88.4057971,83.72093023,4.68
district,Bagmati,Bhaktapur,Kewat,Total,112,97,0,15,0,86.60714286,88.4057971,83.72093023,4.68
district,Bagmati,Bhaktapur,Khaling,Female,11,9,0,2,0,81.81818182,100,81.81818182,18.18
district,Bagmati,Bhaktapur,Khaling,Male,9,9,0,0,0,100,100,81.81818182,18.18
district,Bagmati,Bhaktapur,Khaling,Total,20,18,0,2,0,90,100,81.81818182,18.18
district,Bagmati,Bhaktapur,Khatwe,Female,25,21,0,4,0,84,97.22222222,84,13.22
district,Bagmati,Bhaktapur,Khatwe,Male,36,35,0,1,0,97.22222222,97.22222222,84,13.22
district,Bagmati,Bhaktapur,Khatwe,Total,61,56,0,5,0,91.80327869,97.22222222,84,13.22
district,Bagmati,Bhaktapur,Khawas,Female,19,18,0,1,0,94.73684211,94.44444444,94.73684211,-0.29
district,Bagmati,Bhaktapur,Khawas,Male,18,17,1,0,0,94.44444444,94.44444444,94.73684211,-0.29
district,Bagmati,Bhaktapur,Khawas,Total,37,35,1,1,0,94.59459459,94.44444444,94.73684211,-0.29
district,Bagmati,Bhaktapur,Koiri/Kushwaha,Female,117,105,0,12,0,89.74358974,96.53465347,89.74358974,6.79
district,Bagmati,Bhaktapur,Koiri/Kushwaha,Male,202,195,0,7,0,96.53465347,96.53465347,89.74358974,6.79
district,Bagmati,Bhaktapur,Koiri/Kushwaha,Total,319,300,0,19,0,94.04388715,96.53465347,89.74358974,6.79
district,Bagmati,Bhaktapur,Kori,Female,10,9,0,1,0,90,100,90,10
district,Bagmati,Bhaktapur,Kori,Male,15,15,0,0,0,100,100,90,10
district,Bagmati,Bhaktapur,Kori,Total,25,24,0,1,0,96,100,90,10
district,Bagmati,Bhaktapur,Kshetri,Female,44434,37031,95,7307,1,83.33933474,96.20756242,83.33933474,12.87
district,Bagmati,Bhaktapur,Kshetri,Male,44536,42847,29,1660,0,96.20756242,96.20756242,83.33933474,12.87
district,Bagmati,Bhaktapur,Kshetri,Total,88970,79878,124,8967,1,89.780825,96.20756242,83.33933474,12.87
district,Bagmati,Bhaktapur,Kulung,Female,10,9,0,1,0,90,100,90,10
district,Bagmati,Bhaktapur,Kulung,Male,13,13,0,0,0,100,100,90,10
district,Bagmati,Bhaktapur,Kulung,Total,23,22,0,1,0,95.65217391,100,90,10
district,Bagmati,Bhaktapur,Kumal,Female,74,63,1,10,0,85.13513514,98.01980198,85.13513514,12.88
district,Bagmati,Bhaktapur,Kumal,Male,101,99,1,1,0,98.01980198,98.01980198,85.13513514,12.88
district,Bagmati,Bhaktapur,Kumal,Total,175,162,2,11,0,92.57142857,98.01980198,85.13513514,12.88
district,Bagmati,Bhaktapur,Kumhar,Female,27,20,0,7,0,74.07407407,86.04651163,74.07407407,11.97
district,Bagmati,Bhaktapur,Kumhar,Male,43,37,0,6,0,86.04651163,86.04651163,74.07407407,11.97
district,Bagmati,Bhaktapur,Kumhar,Total,70,57,0,13,0,81.42857143,86.04651163,74.07407407,11.97
district,Bagmati,Bhaktapur,Kurmi,Female,31,26,0,5,0,83.87096774,93.02325581,83.87096774,9.15
district,Bagmati,Bhaktapur,Kurmi,Male,86,80,0,6,0,93.02325581,93.02325581,83.87096774,9.15
district,Bagmati,Bhaktapur,Kurmi,Total,117,106,0,11,0,90.5982906,93.02325581,83.87096774,9.15
district,Bagmati,Bhaktapur,Lohar,Female,54,42,0,12,0,77.77777778,95.87628866,77.77777778,18.1
district,Bagmati,Bhaktapur,Lohar,Male,97,93,0,4,0,95.87628866,95.87628866,77.77777778,18.1
district,Bagmati,Bhaktapur,Lohar,Total,151,135,0,16,0,89.40397351,95.87628866,77.77777778,18.1
district,Bagmati,Bhaktapur,Magar,Female,5760,4645,11,1104,0,80.64236111,93.01634473,80.64236111,12.37
district,Bagmati,Bhaktapur,Magar,Male,6057,5634,9,414,0,93.01634473,93.01634473,80.64236111,12.37
district,Bagmati,Bhaktapur,Magar,Total,11817,10279,20,1518,0,86.98485233,93.01634473,80.64236111,12.37
district,Bagmati,Bhaktapur,Majhi,Female,434,344,0,90,0,79.26267281,87.39495798,79.26267281,8.13
district,Bagmati,Bhaktapur,Majhi,Male,476,416,0,60,0,87.39495798,87.39495798,79.26267281,8.13
district,Bagmati,Bhaktapur,Majhi,Total,910,760,0,150,0,83.51648352,87.39495798,79.26267281,8.13
district,Bagmati,Bhaktapur,Mali,Female,4,3,0,1,0,75,100,75,25
district,Bagmati,Bhaktapur,Mali,Male,11,11,0,0,0,100,100,75,25
district,Bagmati,Bhaktapur,Mali,Total,15,14,0,1,0,93.33333333,100,75,25
district,Bagmati,Bhaktapur,Mallaha,Female,16,12,0,4,0,75,100,75,25
district,Bagmati,Bhaktapur,Mallaha,Male,29,29,0,0,0,100,100,75,25
district,Bagmati,Bhaktapur,Mallaha,Total,45,41,0,4,0,91.11111111,100,75,25
district,Bagmati,Bhaktapur,Marwadi,Female,29,25,0,4,0,86.20689655,90,86.20689655,3.79
district,Bagmati,Bhaktapur,Marwadi,Male,30,27,0,3,0,90,90,86.20689655,3.79
district,Bagmati,Bhaktapur,Marwadi,Total,59,52,0,7,0,88.13559322,90,86.20689655,3.79
district,Bagmati,Bhaktapur,Mijar,Female,1151,831,3,317,0,72.19808862,89.33566434,72.19808862,17.14
district,Bagmati,Bhaktapur,Mijar,Male,1144,1022,3,119,0,89.33566434,89.33566434,72.19808862,17.14
district,Bagmati,Bhaktapur,Mijar,Total,2295,1853,6,436,0,80.74074074,89.33566434,72.19808862,17.14
district,Bagmati,Bhaktapur,Musahar,Female,14,8,0,6,0,57.14285714,55.26315789,57.14285714,-1.88
district,Bagmati,Bhaktapur,Musahar,Male,38,21,0,17,0,55.26315789,55.26315789,57.14285714,-1.88
district,Bagmati,Bhaktapur,Musahar,Total,52,29,0,23,0,55.76923077,55.26315789,57.14285714,-1.88
district,Bagmati,Bhaktapur,Musalman,Female,452,327,2,123,0,72.34513274,82.51308901,72.34513274,10.17
district,Bagmati,Bhaktapur,Musalman,Male,955,788,0,167,0,82.51308901,82.51308901,72.34513274,10.17
district,Bagmati,Bhaktapur,Musalman,Total,1407,1115,2,290,0,79.24662402,82.51308901,72.34513274,10.17
district,Bagmati,Bhaktapur,Newa (Newar),Female,73129,57581,154,15392,2,78.73894078,92.85545436,78.73894078,14.12
district,Bagmati,Bhaktapur,Newa (Newar),Male,71915,66777,98,5040,0,92.85545436,92.85545436,78.73894078,14.12
district,Bagmati,Bhaktapur,Newa (Newar),Total,145044,124358,252,20432,2,85.73812085,92.85545436,78.73894078,14.12
district,Bagmati,Bhaktapur,Nuniya,Female,11,8,0,3,0,72.72727273,100,72.72727273,27.27
district,Bagmati,Bhaktapur,Nuniya,Male,19,19,0,0,0,100,100,72.72727273,27.27
district,Bagmati,Bhaktapur,Nuniya,Total,30,27,0,3,0,90,100,72.72727273,27.27
district,Bagmati,Bhaktapur,"Others, Foreigners & Not Stated",Female,519,418,0,101,0,80.53949904,83.01237964,80.53949904,2.47
district,Bagmati,Bhaktapur,"Others, Foreigners & Not Stated",Male,1454,1207,2,245,0,83.01237964,83.01237964,80.53949904,2.47
district,Bagmati,Bhaktapur,"Others, Foreigners & Not Stated",Total,1973,1625,2,346,0,82.36188545,83.01237964,80.53949904,2.47
district,Bagmati,Bhaktapur,Pahari,Female,99,80,0,19,0,80.80808081,83.62068966,80.80808081,2.81
district,Bagmati,Bhaktapur,Pahari,Male,116,97,0,19,0,83.62068966,83.62068966,80.80808081,2.81
district,Bagmati,Bhaktapur,Pahari,Total,215,177,0,38,0,82.3255814,83.62068966,80.80808081,2.81
district,Bagmati,Bhaktapur,Pariyar,Female,1675,1310,6,359,0,78.20895522,90.30062394,78.20895522,12.09
district,Bagmati,Bhaktapur,Pariyar,Male,1763,1592,3,168,0,90.30062394,90.30062394,78.20895522,12.09
district,Bagmati,Bhaktapur,Pariyar,Total,3438,2902,9,527,0,84.40954043,90.30062394,78.20895522,12.09
district,Bagmati,Bhaktapur,Rai,Female,3827,3366,8,453,0,87.95401097,95.28940887,87.95401097,7.34
district,Bagmati,Bhaktapur,Rai,Male,3248,3095,4,149,0,95.28940887,95.28940887,87.95401097,7.34
district,Bagmati,Bhaktapur,Rai,Total,7075,6461,12,602,0,91.32155477,95.28940887,87.95401097,7.34
district,Bagmati,Bhaktapur,Rajbansi,Female,55,41,0,14,0,74.54545455,94.93670886,74.54545455,20.39
district,Bagmati,Bhaktapur,Rajbansi,Male,79,75,0,4,0,94.93670886,94.93670886,74.54545455,20.39
district,Bagmati,Bhaktapur,Rajbansi,Total,134,116,0,18,0,86.56716418,94.93670886,74.54545455,20.39
district,Bagmati,Bhaktapur,Rajdhob,Female,8,8,0,0,0,100,100,100,0
district,Bagmati,Bhaktapur,Rajdhob,Male,16,16,0,0,0,100,100,100,0
district,Bagmati,Bhaktapur,Rajdhob,Total,24,24,0,0,0,100,100,100,0
district,Bagmati,Bhaktapur,Rajput,Female,57,51,0,6,0,89.47368421,99.01960784,89.47368421,9.55
district,Bagmati,Bhaktapur,Rajput,Male,102,101,0,1,0,99.01960784,99.01960784,89.47368421,9.55
district,Bagmati,Bhaktapur,Rajput,Total,159,152,0,7,0,95.59748428,99.01960784,89.47368421,9.55
district,Bagmati,Bhaktapur,Rauniyar,Female,15,13,0,2,0,86.66666667,100,86.66666667,13.33
district,Bagmati,Bhaktapur,Rauniyar,Male,17,17,0,0,0,100,100,86.66666667,13.33
district,Bagmati,Bhaktapur,Rauniyar,Total,32,30,0,2,0,93.75,100,86.66666667,13.33
district,Bagmati,Bhaktapur,Santhal,Female,9,9,0,0,0,100,92.85714286,100,-7.14
district,Bagmati,Bhaktapur,Santhal,Male,14,13,0,1,0,92.85714286,92.85714286,100,-7.14
district,Bagmati,Bhaktapur,Santhal,Total,23,22,0,1,0,95.65217391,92.85714286,100,-7.14
district,Bagmati,Bhaktapur,Sanyasi/Dasnami,Female,1680,1339,3,338,0,79.70238095,95.22370012,79.70238095,15.52
district,Bagmati,Bhaktapur,Sanyasi/Dasnami,Male,1654,1575,1,78,0,95.22370012,95.22370012,79.70238095,15.52
district,Bagmati,Bhaktapur,Sanyasi/Dasnami,Total,3334,2914,4,416,0,87.4025195,95.22370012,79.70238095,15.52
district,Bagmati,Bhaktapur,Sherpa,Female,349,283,0,66,0,81.08882521,89.59107807,81.08882521,8.5
district,Bagmati,Bhaktapur,Sherpa,Male,269,241,2,26,0,89.59107807,89.59107807,81.08882521,8.5
district,Bagmati,Bhaktapur,Sherpa,Total,618,524,2,92,0,84.78964401,89.59107807,81.08882521,8.5
district,Bagmati,Bhaktapur,Sonar,Female,70,59,0,11,0,84.28571429,93.47826087,84.28571429,9.19
district,Bagmati,Bhaktapur,Sonar,Male,92,86,0,6,0,93.47826087,93.47826087,84.28571429,9.19
district,Bagmati,Bhaktapur,Sonar,Total,162,145,0,17,0,89.50617284,93.47826087,84.28571429,9.19
district,Bagmati,Bhaktapur,Sundi,Female,170,161,2,7,0,94.70588235,95.19650655,94.70588235,0.49
district,Bagmati,Bhaktapur,Sundi,Male,229,218,0,11,0,95.19650655,95.19650655,94.70588235,0.49
district,Bagmati,Bhaktapur,Sundi,Total,399,379,2,18,0,94.98746867,95.19650655,94.70588235,0.49
district,Bagmati,Bhaktapur,Sunuwar,Female,521,446,2,73,0,85.60460653,93.80863039,85.60460653,8.2
district,Bagmati,Bhaktapur,Sunuwar,Male,533,500,0,33,0,93.80863039,93.80863039,85.60460653,8.2
district,Bagmati,Bhaktapur,Sunuwar,Total,1054,946,2,106,0,89.75332068,93.80863039,85.60460653,8.2
district,Bagmati,Bhaktapur,Tajpuriya,Female,5,5,0,0,0,100,100,100,0
district,Bagmati,Bhaktapur,Tajpuriya,Male,8,8,0,0,0,100,100,100,0
district,Bagmati,Bhaktapur,Tajpuriya,Total,13,13,0,0,0,100,100,100,0
district,Bagmati,Bhaktapur,Tamang,Female,20940,16166,44,4730,0,77.20152818,90.32078245,77.20152818,13.12
district,Bagmati,Bhaktapur,Tamang,Male,19733,17823,30,1879,1,90.32078245,90.32078245,77.20152818,13.12
district,Bagmati,Bhaktapur,Tamang,Total,40673,33989,74,6609,1,83.56649374,90.32078245,77.20152818,13.12
district,Bagmati,Bhaktapur,Tatma/Tatwa,Female,10,8,1,1,0,80,92.68292683,80,12.68
district,Bagmati,Bhaktapur,Tatma/Tatwa,Male,41,38,1,2,0,92.68292683,92.68292683,80,12.68
district,Bagmati,Bhaktapur,Tatma/Tatwa,Total,51,46,2,3,0,90.19607843,92.68292683,80,12.68
district,Bagmati,Bhaktapur,Teli,Female,225,209,0,16,0,92.88888889,97.63593381,92.88888889,4.75
district,Bagmati,Bhaktapur,Teli,Male,423,413,0,10,0,97.63593381,97.63593381,92.88888889,4.75
district,Bagmati,Bhaktapur,Teli,Total,648,622,0,26,0,95.98765432,97.63593381,92.88888889,4.75
district,Bagmati,Bhaktapur,Thakali,Female,10,10,0,0,0,100,66.66666667,100,-33.33
district,Bagmati,Bhaktapur,Thakali,Male,3,2,0,1,0,66.66666667,66.66666667,100,-33.33
district,Bagmati,Bhaktapur,Thakali,Total,13,12,0,1,0,92.30769231,66.66666667,100,-33.33
district,Bagmati,Bhaktapur,Thakuri,Female,1015,883,2,130,0,86.99507389,97.04,86.99507389,10.04
district,Bagmati,Bhaktapur,Thakuri,Male,1250,1213,1,36,0,97.04,97.04,86.99507389,10.04
district,Bagmati,Bhaktapur,Thakuri,Total,2265,2096,3,166,0,92.53863135,97.04,86.99507389,10.04
district,Bagmati,Bhaktapur,Thami,Female,190,169,0,21,0,88.94736842,94.20289855,88.94736842,5.26
